RECRUIT_ID,PERSON_ID,LABEL
513553,5494488,0
513553,5504501,0
513553,5509213,0
513553,5526725,0
513553,5527397,0
513553,5551175,0
513553,5552541,0
513553,5552702,0
513553,5568991,0
513553,5574200,0
513553,5575443,0
513553,5588187,0
513553,5627943,0
513553,5628747,0
513553,5656408,0
513553,5658020,0
513553,5663285,0
513553,5668355,0
513553,5679686,0
513553,5684938,0
513553,5685871,0
513553,5692253,0
513553,5706689,0
513553,5707058,0
513553,5715823,0
513553,5718388,0
513553,5742189,0
513553,5760235,0
513553,5777665,0
513553,5778231,0
513553,5780014,0
513553,5782614,0
513553,5791857,0
513553,5803374,0
513553,5805149,0
513553,5812214,0
513553,5812551,0
513553,5822201,0
513553,5825019,0
513553,5826904,0
513553,5832745,0
513553,5838741,0
513553,5847148,0
513553,5847159,0
513553,5854661,0
513553,5861650,0
513553,5862820,0
513553,5865039,0
513553,5873220,0
513553,5879685,0
513553,5884702,0
513553,5885962,0
513553,5886995,0
513553,5889939,0
513553,5896576,0
513553,5910224,0
513553,5912658,0
513553,5915260,0
513553,5920221,0
513553,5928162,0
513553,5932817,0
513553,5937074,0
513553,5949636,0
513553,5950665,0
513553,5955228,0
513553,5960497,0
513553,5960519,0
513553,5961429,0
513553,5963314,0
513553,5965116,0
513553,5966557,0
513553,5971716,0
513553,5979137,0
513553,5982354,0
513553,5986596,0
513553,5987598,0
513553,5997477,0
513553,5998005,0
513553,6001312,0
513553,6002077,0
513553,6003211,0
513553,6004192,0
513553,6005589,0
513553,6007114,0
513553,6009395,0
513553,6010458,0
513553,6011484,0
513553,6014266,0
513553,6015967,0
513553,6016366,0
513553,6017843,0
513553,6019045,0
513553,6020759,0
513553,6025420,0
513553,6026583,0
513553,6031144,0
513553,6031770,0
513553,6031858,0
513553,6032754,0
513553,6033868,0
513553,6038691,0
513553,6038955,0
513553,6039172,0
513553,6039444,0
513553,6039465,0
513553,6039661,0
513553,6039737,0
513553,6039849,0
513553,6040191,0
513553,6040783,0
513553,6041262,0
513553,6041264,0
513553,6041354,0
513553,6041470,0
513553,6041689,0
513553,6041716,0
513553,6042169,0
513553,6042349,0
513553,6042864,0
513553,6042874,0
513553,6043475,0
513553,6043581,0
513553,6044101,0
513553,6044240,0
513553,6045389,0
513553,6045821,0
513553,6047036,0
513553,6047545,0
513553,6047832,0
513553,6047936,0
513553,6047965,0
513553,6047987,0
513553,6048749,0
513553,6048836,0
513553,6049775,0
513553,6049935,0
513553,6050084,0
513553,6050135,0
513553,6051344,0
513553,6052090,0
513553,6052727,0
513553,6053149,0
513553,6053784,0
513553,6056096,0
513553,6056241,0
513553,6056930,0
513553,6057402,0
513553,6057950,0
513553,6058989,0
513553,6059621,0
513553,6059711,0
513553,6060107,0
513553,6061397,0
513553,6065131,0
513553,6095310,0
513553,6098959,0
513553,6111990,0
513553,6112574,0
513553,6130703,0
513553,6130744,0
513553,6131256,0
513553,6137370,0
513553,6139287,0
513553,6155655,0
513553,6168536,0
513553,6169603,0
513553,6179666,0
513553,6183919,0
513553,6185225,0
513553,6192589,0
513553,6201921,0
513553,6210050,0
513553,6212946,0
513553,6217756,0
513553,6220347,0
513553,6221496,0
513553,6221834,0
513553,6224208,0
513553,6225121,0
513553,6225226,0
513553,6225373,0
513553,6225428,0
513553,6225578,0
513553,6226559,0
513553,6227123,0
513553,6229276,0
513553,6229377,0
513553,6230046,0
513553,6232854,0
513553,6237601,0
513553,6238680,0
513553,6239071,0
513553,6240229,0
513553,6240783,0
513553,6241749,0
513553,6242091,0
513553,6244732,0
513553,6244780,0
513553,6245048,0
513553,6245400,0
513553,6246026,0
513553,6246836,0
513553,6246921,0
513553,6247786,0
513553,6248875,0
513553,6249697,0
513553,6252598,0
513553,6252655,0
513553,6253152,0
513553,6254666,0
513553,6255352,0
513553,6255381,0
513553,6255946,0
513553,6256516,0
513553,6256656,0
513553,6257569,0
513553,6257747,0
513553,6257933,0
513553,6258368,0
513553,6258559,0
513553,6258927,0
513553,6261589,0
513553,6261653,0
513553,6261890,0
513553,6261978,0
513553,6262200,0
513553,6263117,0
513553,6263197,0
513553,6263911,0
513553,6265193,0
513553,6266416,0
513553,6267072,0
513553,6270197,0
513553,6274334,0
513553,6275272,0
513553,6277015,0
513553,6279833,0
605582,316329083,0
613154,4673655,0
613154,4675336,0
613154,6192411,0
613154,6253095,0
613154,6271207,0
613154,6298098,0
613154,6311042,0
613154,6311578,0
629854,4927553,0
629854,5278941,0
629854,5762026,0
629854,5864057,0
629854,6033391,0
629854,6126689,0
629854,6136045,0
629854,6185711,0
629854,6231642,0
629854,6283566,0
629854,6294300,0
629854,6316163,0
629854,6317772,0
629854,6318974,0
629854,316169005,0
629854,316221048,0
629854,316235930,0
629854,316256662,0
629854,316467952,0
629854,316552917,0
629854,316584326,0
630473,5464737,0
630473,6250344,0
630473,320078937,0
630490,5583752,0
630490,5957326,0
630490,6102431,0
630490,6131863,0
630490,6145143,0
630490,6183934,0
630490,6187660,0
630490,6196567,0
630490,6203704,0
630490,6213097,0
630490,6218237,0
630490,6226056,0
630490,6242128,0
630490,6254602,0
630490,6257124,0
630490,6259377,0
630490,6263384,0
630490,6266259,0
630490,6268600,0
630490,6271207,0
630490,6271333,0
630490,6272875,0
630490,6274028,0
630490,6274188,0
630490,6280950,0
630490,6283037,0
630490,6287335,0
630490,6299992,0
630490,6301000,0
641110,2746238,0
641110,5265786,0
641110,5729025,0
641110,5962371,0
641110,6003624,0
641110,6113771,0
641110,6156038,0
641110,6247258,0
641110,6285490,0
641110,6307243,0
641110,6317948,0
653758,1801726,0
653758,3637646,0
653758,4653313,0
653758,4803404,0
653758,5307089,0
653758,5839467,0
653758,5890014,0
653758,6027521,0
653758,6294023,0
653758,316594034,0
653758,317636970,0
653758,319542959,0
653758,319897935,0
653758,320630912,0
653758,320845916,0
653758,320902938,0
653758,320936966,0
653758,321076911,0
653758,321088937,0
653758,321166921,0
653758,321249943,0
653758,321374918,0
658873,5577617,0
658873,6211325,0
658873,6256244,0
684118,958616,0
684118,4255428,0
684118,4399497,0
684118,4432759,0
684118,4673655,0
684118,4873703,0
684118,5356814,0
684118,5457989,0
684118,5494101,0
684118,5629218,0
684118,5787208,0
684118,5820195,0
684118,5874016,0
684118,5904323,0
684118,5916220,0
684118,5945812,0
684118,5981620,0
684118,5982351,0
684118,5995419,0
684118,5996679,0
684118,5998238,0
684118,6001405,0
684118,6003151,0
684118,6003358,0
684118,6005831,0
684118,6008237,0
684118,6011716,0
684118,6014257,0
684118,6024672,0
684118,6025850,0
684118,6030022,0
684118,6031933,0
684118,6033256,0
699671,2438477,0
699671,2649408,0
699671,3093179,0
699671,4581510,0
699671,4946683,0
699671,4952791,0
699671,5006748,0
699671,5506142,0
699671,5638545,0
699671,5658698,0
699671,5733172,0
699671,5773724,0
699671,5831147,0
699671,5858921,0
699671,5872526,0
699671,5920392,0
699671,5994855,0
699671,6008447,0
699671,6021536,0
699671,6069095,0
699671,6100426,0
699671,6111506,0
699671,6135359,0
699671,6145081,0
699671,6151649,0
699671,6157664,0
699671,6170683,0
699671,6173553,0
699671,6178635,0
699671,6179031,0
699671,6180818,0
699671,6194817,0
699671,6197844,0
699671,6202446,0
699671,6202571,0
699671,6208824,0
699671,6209687,0
699671,6213411,0
699671,6215584,0
699671,6218118,0
699671,6218906,0
699671,6224864,0
699671,6225304,0
699671,6226163,0
699671,6226811,0
699671,6227784,0
699671,6227864,0
699671,6228034,0
699671,6228344,0
699671,6231524,0
699671,6236833,0
699671,6239102,0
699671,6243440,0
699671,6244120,0
699671,6249115,0
699671,6249422,0
699671,6252457,0
699671,6252609,0
699671,6256528,0
699671,6257923,0
699671,6258653,0
699671,6263554,0
699671,6266926,0
710899,4913192,0
710899,316191964,0
710899,316301939,0
710899,316535904,0
710899,316753933,0
711437,321365936,0
714735,5552696,0
715123,3559690,0
715123,3633029,0
715123,5253873,0
715123,5454884,0
715123,5491295,0
715123,5564694,0
715123,5721301,0
715123,6131549,0
715123,6136117,0
715123,6137282,0
715123,6141119,0
715123,6148887,0
715235,3456070,0
715235,5254226,0
715235,5430644,0
715235,5905595,0
715235,6013055,0
715235,6024309,0
715235,6109541,0
715235,6158870,0
715235,6159354,0
715314,6058460,0
716883,3076457,0
716883,5243354,0
716883,5551647,0
716883,5941657,0
717579,1304346,0
717579,1663660,0
717579,2542900,0
717579,4633146,0
717579,4652149,0
717579,5055393,0
717579,5410232,0
717579,5452584,0
717579,5471015,0
717579,5651239,0
717579,6002587,0
717579,6117333,0
717579,6129365,0
717579,6131189,0
717579,6132524,0
717579,6133471,0
717579,6136406,0
717579,6145058,0
717579,6154527,0
717579,6156379,0
717579,6160511,0
717579,6173658,0
717579,6175901,0
717579,6178448,0
717579,6179781,0
717579,6181710,0
717579,6213856,0
717579,6225304,0
717837,5644511,0
722238,7820,0
722238,1790299,0
722238,2534208,0
722238,3095899,0
722238,3164098,0
722238,4850282,0
722238,5027689,0
722238,5270410,0
722238,5500478,0
722238,5536692,0
722238,5726066,0
722238,5733336,0
722238,5733382,0
722238,5806054,0
722238,5849661,0
722238,5858891,0
722238,5871714,0
722238,6065726,0
722238,6081219,0
722238,6111715,0
722238,6123693,0
722238,6134228,0
722238,6162144,0
722238,6169876,0
722238,6180594,0
722238,6181710,0
722238,6226253,0
723063,6205752,0
723063,6231457,0
723063,316327060,0
724132,220792,0
724132,2537079,0
724132,2745586,0
724132,4263836,0
724132,4991502,0
724132,5073025,0
724132,5352755,0
724132,5458754,0
724132,5672708,0
724132,5724276,0
724132,5790225,0
724132,5860231,0
724132,5966220,0
724132,5982303,0
724132,6005681,0
724132,6018926,0
724132,6102178,0
724132,6102529,0
724132,6114847,0
724132,6118174,0
724132,6125437,0
724132,6126775,0
724132,6127316,0
724132,6128498,0
724132,6129119,0
724132,6139168,0
724132,6143435,0
724437,2350006,0
724437,2949520,0
724437,4596679,0
724437,4816168,0
724437,4979382,0
724437,4979385,0
724437,5335917,0
724437,5449196,0
724437,5562539,0
724437,5657971,0
724437,5939710,0
724437,6003857,0
724437,6105644,0
724437,6109334,0
724437,6115309,0
724437,6121475,0
724437,6122766,0
724437,6139527,0
724437,6141313,0
724444,4804961,0
724444,5853405,0
724444,5891243,0
724444,6316070,0
724643,69481,0
724643,655155,0
724643,789527,0
724643,937577,0
724643,1880400,0
724643,2318476,0
724643,3023278,0
724643,3116059,0
724643,3451348,0
724643,4147090,0
724643,4162369,0
724643,4409530,0
724643,4603421,0
724643,4627397,0
724643,4639372,0
724643,4652089,0
724643,5275845,0
724643,5285992,0
724643,5576382,0
724643,5690410,0
724643,5807933,0
724643,6082059,0
724643,6290271,0
724643,316743996,0
724643,317591948,0
724933,5403610,0
724937,2140410,0
724937,5226323,0
724944,4887734,0
727367,234263,0
727367,330554,0
727367,2089760,0
727367,4581510,0
727367,5068201,0
727367,5082217,0
727367,5120043,0
727367,5132606,0
727367,5278395,0
727367,5403024,0
727367,5525569,0
727367,5720999,0
727367,5781209,0
727367,5896905,0
727367,5902510,0
727367,5904090,0
727367,5941727,0
727367,5985624,0
727367,5987137,0
727367,5992706,0
727367,5997089,0
727367,6011035,0
727367,6012839,0
727367,6018311,0
727367,6024174,0
727367,6036387,0
727367,6043170,0
727367,6043885,0
727367,6056715,0
727367,6060471,0
727367,6068303,0
727367,6079084,0
727367,6095874,0
727367,6096560,0
727367,6102505,0
727367,6108389,0
727367,6110407,0
727367,6114379,0
727367,6139716,0
728030,6302585,0
728030,317028977,0
728030,317028994,0
728784,4613033,0
728784,4802826,0
728784,4857457,0
728784,5149278,0
728784,6145863,0
728784,6234297,0
728784,6237114,0
728784,6310432,0
728784,316231043,0
728784,316256478,0
728784,316316938,0
728784,316392950,0
728784,316396926,0
728784,316450009,0
728784,316507932,0
736802,316261152,0
741514,319574901,0
741514,319961922,0
742064,5847984,0
742064,5954980,0
742064,5980169,0
742066,5986676,0
742175,3162526,0
742175,4726233,0
742175,4729770,0
742175,5186654,0
742175,5343168,0
742175,5503146,0
742175,5766326,0
742175,5843903,0
742175,5847984,0
742175,5903576,0
742175,5948294,0
742175,5979053,0
742175,5987650,0
742175,5994827,0
742175,6000155,0
742176,1312928,0
742176,3790188,0
742176,4023538,0
742176,4982288,0
742176,5117904,0
742176,5177224,0
742176,5365089,0
742176,5393230,0
742176,5425974,0
742176,5479053,0
742176,5534088,0
742176,5555317,0
742176,5595454,0
742176,5614353,0
742176,5623408,0
742176,5689641,0
742176,5737587,0
742176,5747751,0
742176,5892295,0
742176,5903480,0
742176,5921899,0
742176,5924664,0
742176,5932528,0
742176,5949120,0
742176,5968087,0
742176,5968435,0
742176,5973766,0
742176,5979200,0
742176,5979533,0
742176,5980223,0
742176,5982517,0
742176,5986295,0
742176,5989042,0
742176,5990140,0
742176,5993069,0
742176,5995367,0
742176,5995963,0
742176,5997469,0
742176,5997792,0
742176,5998266,0
742176,5999081,0
742176,5999484,0
742176,6001068,0
742176,6001083,0
742176,6004017,0
742176,6006445,0
742176,6010370,0
742177,1769489,0
742177,4611067,0
742177,5307855,0
742177,5376514,0
742177,5505759,0
742177,5544044,0
742177,5622544,0
742177,5689641,0
742177,5837345,0
742177,5881208,0
742177,5889648,0
742177,5909154,0
742177,5922705,0
742177,5936569,0
742177,5938280,0
742177,5944915,0
742177,5968955,0
742177,5977338,0
742177,5978018,0
742177,5991998,0
742177,5992640,0
742177,5993516,0
742177,5994312,0
742177,5996954,0
742177,6001094,0
742177,6004270,0
742177,6004496,0
742177,6009801,0
742179,2939076,0
742179,5018893,0
742179,5186029,0
742179,5274920,0
742179,5415936,0
742179,5534088,0
742179,5758631,0
742179,5805081,0
742179,5836111,0
742179,5928995,0
742179,5948294,0
742179,5967950,0
742179,5984073,0
742179,6005974,0
742179,6008984,0
742999,277284,0
742999,497273,0
742999,750559,0
742999,847290,0
742999,922378,0
742999,1233877,0
742999,2334986,0
742999,2725347,0
742999,2966307,0
742999,3352320,0
742999,3618826,0
742999,4230319,0
742999,4859241,0
742999,4913442,0
742999,4964351,0
742999,5132444,0
742999,5419676,0
742999,5511998,0
742999,5709406,0
742999,5709946,0
742999,5718744,0
742999,5723763,0
742999,5772986,0
742999,5789227,0
742999,5915832,0
742999,5951792,0
742999,5967515,0
742999,5968325,0
742999,5977424,0
742999,5981620,0
742999,5985875,0
742999,5994377,0
742999,5995156,0
742999,6000164,0
742999,6004870,0
742999,6009695,0
742999,6011259,0
742999,6012206,0
742999,6015581,0
742999,6026160,0
742999,6028445,0
742999,6029232,0
742999,6032481,0
742999,6042002,0
742999,6044916,0
742999,6050179,0
742999,6050522,0
742999,6051002,0
742999,6054848,0
742999,6058721,0
742999,6064480,0
742999,6065799,0
742999,6066344,0
742999,6067973,0
742999,6068476,0
742999,6069150,0
742999,6069239,0
742999,6076007,0
742999,6076733,0
742999,6078132,0
742999,6078199,0
742999,6085884,0
742999,6088288,0
742999,6093097,0
742999,6098203,0
742999,6103810,0
742999,6105321,0
742999,6108903,0
742999,6112955,0
742999,6119007,0
742999,6119929,0
742999,6120138,0
742999,6120190,0
742999,6120918,0
742999,6120928,0
742999,6122607,0
742999,6126874,0
742999,6132986,0
742999,6134480,0
742999,6164672,0
742999,6174665,0
742999,6175145,0
742999,6175593,0
742999,6191930,0
742999,6196480,0
743653,936610,0
743653,2517550,0
743653,3945637,0
743653,4265359,0
743653,5114890,0
743653,5306556,0
743653,5418096,0
743653,5467482,0
743653,5505759,0
743653,5613615,0
743653,5689641,0
743653,5708919,0
743653,5889648,0
743653,5925665,0
743653,5945859,0
743653,5966349,0
743653,5969847,0
743653,5970152,0
743653,5974904,0
743653,5976770,0
743653,5991617,0
743653,5996107,0
743653,6005082,0
743653,6005492,0
743653,6009336,0
743653,6009801,0
743653,6011942,0
743653,6012474,0
743653,6013507,0
743653,6018879,0
743653,6019124,0
743653,6024958,0
743653,6027924,0
744440,5407728,0
744440,5750026,0
744440,5799025,0
744440,6000266,0
745292,438556,0
745292,3840609,0
745292,4633656,0
745292,4677426,0
745292,4833467,0
745292,4856777,0
745292,5053006,0
745292,5135302,0
745292,5430078,0
745292,5442052,0
745292,5446447,0
745292,5448420,0
745292,5509223,0
745292,5521815,0
745292,5588611,0
745292,5600933,0
745292,5610844,0
745292,5660716,0
745292,5677103,0
745292,5707019,0
745292,5727398,0
745292,5741227,0
745292,5767353,0
745292,5779573,0
745292,5784958,0
745292,5838195,0
745292,5858528,0
745292,5874543,0
745292,5891873,0
745292,5892554,0
745292,5910491,0
745292,5917541,0
745292,5951578,0
745292,5975407,0
745292,5984070,0
745292,5995683,0
745292,5997615,0
745292,5999634,0
745292,6000427,0
745292,6006124,0
745292,6007888,0
745292,6008495,0
745292,6008569,0
745292,6009838,0
745292,6018968,0
745292,6019684,0
745292,6020151,0
745292,6020619,0
745292,6022160,0
745292,6022871,0
745292,6025351,0
745292,6025596,0
745292,6026717,0
745292,6029084,0
745292,6030694,0
745292,6030925,0
745292,6032815,0
745292,6033959,0
745292,6036236,0
745759,4022758,0
745759,5484283,0
745759,5937886,0
745759,5958318,0
745759,6005347,0
746437,4859462,0
746437,5629025,0
746437,5961695,0
746437,6260576,0
746437,317013989,0
746437,317384943,0
746437,320625906,0
746437,320713947,0
746979,1365236,0
746979,3233290,0
746979,3328148,0
746979,4998530,0
746979,5003052,0
746979,5485441,0
746979,5517241,0
746979,5549565,0
746979,5723763,0
746979,5749097,0
746979,5759045,0
746979,5854469,0
746979,5922146,0
746979,5969847,0
746979,5976510,0
746979,5979821,0
746979,5981429,0
746979,5986218,0
746979,5998007,0
746979,5999902,0
746979,6007069,0
746979,6007892,0
746979,6008463,0
746979,6009491,0
746979,6009616,0
746979,6009635,0
746979,6013943,0
746979,6019207,0
746979,6029911,0
746979,6031765,0
746979,6031975,0
746979,6038199,0
746979,6039835,0
746979,6044575,0
746979,6045077,0
746979,6045461,0
746979,6048163,0
749277,4794947,0
749277,5094317,0
749277,6131986,0
749277,6136311,0
749277,6138968,0
750699,5201620,0
750699,5618691,0
750699,5973575,0
750699,5985624,0
750699,5987182,0
750699,5997089,0
750699,6046890,0
751813,531971,0
751813,2949339,0
751813,4448349,0
751813,4893498,0
751813,5186751,0
751813,5217743,0
751813,319780973,0
752116,2253209,0
752116,3753530,0
752116,4518117,0
752116,4577117,0
752116,4888047,0
752116,4907181,0
752116,4936776,0
752116,5115591,0
752116,5352931,0
752116,5448714,0
752116,5670958,0
752116,5838835,0
752116,5846594,0
752116,5874786,0
752116,5924197,0
752116,5929590,0
752116,5960519,0
752116,5962896,0
752116,5995434,0
752116,6001319,0
752116,6045389,0
752116,6050883,0
752116,6053269,0
752116,6072941,0
752116,6074620,0
752116,6078532,0
752116,6089558,0
752116,6099992,0
752116,6105016,0
752116,6109269,0
752116,6111990,0
752116,6114200,0
752116,6116216,0
752116,6123232,0
752116,6125724,0
752116,6126722,0
752116,6128357,0
752116,6130703,0
752116,6130833,0
752116,6134250,0
752116,6135988,0
752116,6135989,0
752116,6136186,0
752116,6137005,0
752116,6139028,0
752116,6139721,0
752116,6139801,0
752116,6141108,0
752116,6141119,0
752116,6145945,0
752116,6146187,0
752116,6148504,0
752116,6149305,0
752116,6149695,0
752116,6150468,0
752116,6152131,0
752116,6155826,0
752116,6155996,0
752546,5986304,0
752548,679598,0
752549,5984132,0
752550,5985027,0
752551,5986304,0
752988,6139398,0
752988,6177341,0
752988,6179619,0
752988,6183770,0
752988,6224590,0
752988,6225108,0
753136,186040,0
753136,246950,0
753136,4868065,0
753136,5471012,0
753136,5804307,0
753136,5878956,0
753136,5928090,0
753136,6294551,0
753136,316256018,0
753136,318195983,0
753136,318201955,0
753136,320674926,0
753230,5544021,0
753230,5961350,0
753230,5985791,0
753230,5987182,0
753232,5990003,0
753256,5630239,0
753256,5982508,0
753256,5987137,0
753256,5988119,0
753267,2277536,0
753267,2279186,0
753267,3170967,0
753267,4716675,0
753267,4775085,0
753267,4912722,0
753267,5000083,0
753267,5237343,0
753267,5366218,0
753267,5401952,0
753267,5427030,0
753267,5525390,0
753267,5596528,0
753267,5615745,0
753267,5725435,0
753267,5725626,0
753267,5778231,0
753267,5786625,0
753267,5788058,0
753267,5799334,0
753267,5804961,0
753267,5841247,0
753267,5865208,0
753267,5884337,0
753267,5922740,0
753267,5966377,0
753267,5986118,0
753267,6002948,0
753267,6014509,0
753267,6016147,0
753267,6017304,0
753267,6018708,0
753267,6023908,0
753267,6024958,0
753267,6027915,0
753267,6028065,0
753267,6028957,0
753267,6031914,0
753267,6036955,0
753267,6038795,0
753267,6042733,0
753267,6046456,0
753267,6050762,0
753267,6051344,0
753267,6053339,0
753267,6063546,0
753268,4919458,0
753268,5144142,0
753268,5838313,0
753268,5875107,0
753268,5884337,0
753268,6003111,0
753268,6006363,0
753268,6010545,0
753268,6018068,0
753268,6018107,0
753268,6030852,0
753268,6032405,0
753268,6039748,0
753268,6045076,0
753268,6045099,0
753268,6050762,0
753268,6051335,0
753268,6056185,0
753269,4876452,0
753269,5145548,0
753269,5274939,0
753269,5409099,0
753269,5546899,0
753269,5728899,0
753269,5766326,0
753269,5931971,0
753269,5969226,0
753269,5971810,0
753269,5983077,0
753269,5986118,0
753269,5993175,0
753269,6008444,0
753269,6014509,0
753269,6058409,0
753269,6060440,0
753270,1905628,0
753270,5046899,0
753270,5981405,0
753270,5999087,0
753270,6039835,0
753270,6041642,0
753270,6047057,0
753294,1555646,0
753294,4795121,0
753294,5421218,0
753294,6046254,0
753294,6046277,0
753295,3681746,0
753295,4535656,0
753295,4633917,0
753295,4777226,0
753295,4912722,0
753295,4955222,0
753295,5145548,0
753295,5192878,0
753295,5313736,0
753295,5353038,0
753295,5468912,0
753295,5469102,0
753295,5525390,0
753295,5615745,0
753295,5728899,0
753295,5756116,0
753295,5798016,0
753295,5824007,0
753295,5855308,0
753295,5892295,0
753295,5930143,0
753295,5936711,0
753295,5954714,0
753295,5985296,0
753295,6001411,0
753295,6005486,0
753295,6010757,0
753295,6012949,0
753295,6013043,0
753295,6013245,0
753295,6022773,0
753295,6027820,0
753295,6032114,0
753295,6034853,0
753295,6040605,0
753295,6041073,0
753295,6047410,0
753295,6049097,0
753295,6051791,0
753295,6053356,0
753296,1627768,0
753296,4220347,0
753296,4931145,0
753296,5300589,0
753296,5419676,0
753296,5678853,0
753296,5681649,0
753296,5706209,0
753296,5728899,0
753296,5765013,0
753296,5828439,0
753296,5894190,0
753296,5936711,0
753296,5955088,0
753296,5996724,0
753296,5997805,0
753296,6003116,0
753296,6005714,0
753296,6009907,0
753296,6017304,0
753296,6020551,0
753296,6022892,0
753296,6023286,0
753296,6027138,0
753296,6027465,0
753296,6037837,0
753296,6042476,0
753296,6045823,0
753296,6052995,0
753296,6054142,0
753296,6056599,0
753296,6057403,0
753296,6068152,0
754719,5988126,0
755031,3154449,0
755031,4833467,0
755031,5171054,0
755031,5420724,0
755031,5439222,0
755031,5503425,0
755031,5505369,0
755031,5555828,0
755031,5570086,0
755031,5702936,0
755031,5727398,0
755031,5767353,0
